founder_crop,period,site_name,phase_code,plant_part,age,total_remains,references
barley,Late Epipal.,Abu Hureyra,ABHU Epip2,undifferentiated,12984–12055 BP,6,MooreEtal2000
barley,Late Epipal.,Abu Hureyra,ABHU Epip3,undifferentiated,12055–11770 BP,15,MooreEtal2000
barley,Late Epipal.,Iraq ed-Dubb,IEDU L-Natufian,undifferentiated,13250–12250 BP,32,Colledge2001
barley,Late Epipal.,Mureybet,MURE L-Epi/PPNA,undifferentiated,12050–11950 BP,7,VZBH84_3
barley,Late Epipal.,Wadi Hammeh 27,WH27 Epip,undifferentiated,14111–12660 BP,6,Colledge2001
barley,PPNA,Chogha Bonut,CHBO Aceramic,undifferentiated,12850–8800 BP,0.39,Miller03
barley,PPNA,Chogha Golan,CHGO-iX,undifferentiated,10850–10650 BP,49,RiehlEtal2013
barley,PPNA,Chogha Golan,CHGO-X,undifferentiated,11050–10850 BP,72,RiehlEtal2013
barley,PPNA,Chogha Golan,CHGO-XI,undifferentiated,11250–11050 BP,604,RiehlEtal2013
barley,PPNA,El-Hemmeh,EHEM-PPNA,undifferentiated,11070–10520 BP,331,WhiteMakarewicz11
barley,PPNA,Gesher,GESH PPNA,undifferentiated,11505–11218 BP,1,KislevEtal04
barley,PPNA,Gilgal I,GILG PPNA,undifferentiated,11250–11206 BP,260000,WeissEtal06
barley,PPNA,Hayonim Cave,HAYC Epip,undifferentiated,12250–10950 BP,2,HopfBarYosef87
barley,PPNA,Iraq ed-Dubb,IEDU PPNA,undifferentiated,11650–11150 BP,47,Colledge2001
barley,PPNA,Jerf el Ahmar,JEAH PPNA,undifferentiated,11450–10650 BP,26979.9,"c(""WillcoxFornite99"", ""Willcox96"", ""WFH08"", ""Willcox02"")"
barley,PPNA,Körtik Tepe,KORT-PPNA,undifferentiated,11650–11200 BP,6,RiehlEtal2011
barley,PPNA,M'lefaat,MLEF PPNA,undifferentiated,11270–11140 BP,269,SavardNesbittGale2003
barley,PPNA,Mureybet,MURE PPNA,undifferentiated,11650–11250 BP,185,"c(""VZBH84_3"", ""WillcoxFornite99"")"
barley,PPNA,Mureybet,MURE PPNB,undifferentiated,11350–10750 BP,3,VZBH84_3
barley,PPNA,Netiv Hagdud,NEHA PPNA,undifferentiated,11603–10586 BP,5134,Kislev97
barley,PPNA,Tell 'Abr,TABR PPNA,undifferentiated,11245–10776 BP,190,WFH08
barley,PPNA,Tell Aswad,TASW E-PPNB,undifferentiated,11231–10658 BP,8,VanZeistBakkerHeeres82
barley,PPNA,Tell es-Sultan,JERI PPNA,undifferentiated,12250–10750 BP,37,Hopf83
barley,PPNA,Wadi Faynan 16,WF16 PPNA,undifferentiated,11599–11204 BP,2,Kennedy2007
barley,PPNA,Zahrat adh-Dhra 2,ZAD2 PPNA,undifferentiated,11450–10450 BP,191,Edwardsetal04
barley,EPPNB,Chogha Golan,CHGO-VII,undifferentiated,10450–10250 BP,49,"c(""RiehlEtal2011"", ""RiehlEtal2013"")"
barley,EPPNB,Chogha Golan,CHGO-VIII,undifferentiated,10650–10450 BP,193,"c(""RiehlEtal2011"", ""RiehlEtal2013"")"
barley,EPPNB,Dja'de,DJAD E-PPNB,undifferentiated,10690–10151 BP,3918,Willcox96
barley,EPPNB,Kastros,KAST CPPNB,undifferentiated,10850–9950 BP,25.5,VanZeist1981
barley,EPPNB,Kissonerga Mosphilia,KMIA,grain,10750–10350 BP,86,NA
barley,EPPNB,Mylouthkia,MYLO-1A,undifferentiated,10550–10150 BP,94,Murray03
barley,EPPNB,Nevalı Çori,NECO PPNB,undifferentiated,10450–10250 BP,89,Pasternak98
barley,EPPNB,Tell Aswad,TASW (PPNA)/E-PPNB,undifferentiated,10821–10242 BP,47,VanZeistBakkerHeeres82
barley,MPPNB,Ais Giorkis,AIYI-PPNB,undifferentiated,9550–9450 BP,65,Lucas2011
barley,MPPNB,Aşıklı Höyük,ASHO M-PPNB,undifferentiated,9950–9450 BP,222,"c(""ZeistRoller03Asikli"", ""VanZeistDeRoller95"")"
barley,MPPNB,Beidha,BEID A,undifferentiated,10093–9490 BP,10001,Helbaek66
barley,MPPNB,Cafer Höyük,CAFH E-PPNB,undifferentiated,10550–9650 BP,3,DeMoulins97
barley,MPPNB,Çayönü,CAYO grill plan,undifferentiated,9950–9400 BP,5.5,ZeistRoller03Cayonu
barley,MPPNB,Chogha Golan,CHGO-I,undifferentiated,9650–9550 BP,8,RiehlEtal2013
barley,MPPNB,Chogha Golan,CHGO-II,undifferentiated,9750–9650 BP,26,RiehlEtal2013
barley,MPPNB,Chogha Golan,CHGO-III,undifferentiated,9850–9750 BP,56,RiehlEtal2013
barley,MPPNB,Chogha Golan,CHGO-IV,undifferentiated,9950–9850 BP,1192,"c(""RiehlEtal2011"", ""RiehlEtal2013"")"
barley,MPPNB,Chogha Golan,CHGO-V,undifferentiated,10050–9950 BP,536,"c(""RiehlEtal2011"", ""RiehlEtal2013"")"
barley,MPPNB,Chogha Golan,CHGO-VI,undifferentiated,10250–10050 BP,88,"c(""RiehlEtal2011"", ""RiehlEtal2013"")"
barley,MPPNB,East Chia Sabz,CHSA-PPNB,undifferentiated,10450–9550 BP,43,RiehlEtal2011
barley,MPPNB,Ganj Dareh,GADT A,undifferentiated,9950–9350 BP,11,VZeistSmithetal84
barley,MPPNB,Ganj Dareh,GADT All,undifferentiated,10350–9350 BP,46,VZeistSmithetal84
barley,MPPNB,Ganj Dareh,GADT B,undifferentiated,10150–9350 BP,145,VZeistSmithetal84
barley,MPPNB,Ganj Dareh,GADT C,undifferentiated,10250–9350 BP,8,VZeistSmithetal84
barley,MPPNB,Ganj Dareh,GADT D,undifferentiated,10300–9350 BP,39,VZeistSmithetal84
barley,MPPNB,Ganj Dareh,GADT E,undifferentiated,10150–9150 BP,76,VZeistSmithetal84
barley,MPPNB,Göbekli Tepe,GOTE PPNA/E-PPNB,undifferentiated,10750–9550 BP,16,Neef03
barley,MPPNB,Hacılar,HACI M-PPNB,undifferentiated,10232–9418 BP,2,Helbaek70
barley,MPPNB,Halula,HALU M-PPNB,undifferentiated,9921–9532 BP,115,Willcox96
barley,MPPNB,Nahal Hemar,NAHE PPNB,undifferentiated,10130–9316 BP,46,Kislev88
barley,MPPNB,Nahal Oren,NAOR PPNB,undifferentiated,10750–9550 BP,1,NoyLeggeHiggs1973
barley,MPPNB,Sheikh-e Abad,ABAD_II_PPNB,grain,10650–8450 BP,25,NA; NA
barley,MPPNB,Sheikh-e Abad,ABAD_II_PPNB,undifferentiated,10650–8450 BP,2,NA; NA
barley,MPPNB,Sheikh-e Abad,ABAD_III_PPNB,grain,10650–8450 BP,1,NA
barley,MPPNB,Tell Aswad,TASW M-PPNB,undifferentiated,10150–9350 BP,691,VanZeistBakkerHeeres82
barley,MPPNB,Tell Ghoraifé,TGHO M/L-PPNB,undifferentiated,10132–9012 BP,4,VanZeistBakkerHeeres82
barley,MPPNB,Tell Halula,7550-TelHMB,undifferentiated,9950–9050 BP,154,Ferrio et al 2012
barley,MPPNB,Tepe Abdul Hosein,TAHO PPNB,undifferentiated,10272–9092 BP,2,Hubbard1990
barley,MPPNB,Wadi Jilat 7,WJ07 E-PPNB,undifferentiated,10237–9681 BP,19,Colledge2001
barley,MPPNB,Wadi Jilat 7,WJ07 E/M-PPNB,undifferentiated,10237–9260 BP,168,Colledge2001
barley,LPPNB/C,Abu Hureyra,ABHU-EPPNB,undifferentiated,9350–8250 BP,6,DeMoulins97
barley,LPPNB/C,Ali Kosh,TAKO M-PPNB/L-PPNB,undifferentiated,9450–8700 BP,167,Helbaek69
barley,LPPNB/C,Ali Kosh,TAKO PN,undifferentiated,9241–8213 BP,140,Helbaek69
barley,LPPNB/C,Ali Kosh,TAKO PPNC/PN,undifferentiated,10100–7950 BP,41,Helbaek69
barley,LPPNB/C,Atlit-Yam,ATYA PPNC,undifferentiated,9019–8042 BP,83,KislevEtal04
barley,LPPNB/C,Azraq 31,AZ31 L-PPNB/L-N,undifferentiated,9306–9234 BP,6,Colledge2001
barley,LPPNB/C,Basta,BAS1 L-PPNB,undifferentiated,9450–9210 BP,28.5,Neef04
barley,LPPNB/C,Basta,BAS1 L-PPNB-sub,undifferentiated,9450–9210 BP,38,Neef04
barley,LPPNB/C,Bouqras,TBOU L-PPNB/PN,undifferentiated,9200–8600 BP,384,VZeistWVRooijen85
barley,LPPNB/C,Cafer Höyük,CAFH L-PPNB,undifferentiated,9450–9050 BP,8,DeMoulins97
barley,LPPNB/C,Can Hasan III,CAH3 Aceramic,undifferentiated,9400–8550 BP,48,FrenchEtal72
barley,LPPNB/C,Çatalhöyük,CATE Later,undifferentiated,9250–8350 BP,136,FMBH07
barley,LPPNB/C,Çayönü,CAYO basal pits,undifferentiated,9400–9250 BP,1.5,ZeistRoller03Cayonu
barley,LPPNB/C,Çayönü,CAYO channelled houses,undifferentiated,9250–8950 BP,21,ZeistRoller03Cayonu
barley,LPPNB/C,Çayönü,CAYO cobble-paved,undifferentiated,8950–8750 BP,3,ZeistRoller03Cayonu
barley,LPPNB/C,Dhuweila,DHUW L-PPNB,undifferentiated,9430–9100 BP,2,Colledge2001
barley,LPPNB/C,Kissonerga Mosphilia,KMIB,grain,9450–8950 BP,56,NA
barley,LPPNB/C,Mylouthkia,MYLO-1B,undifferentiated,9150–8750 BP,62,Murray03
barley,LPPNB/C,Ras Shamra,TRAS Vb,undifferentiated,8776–8289 BP,8,VZBH84
barley,LPPNB/C,Ras Shamra,TRAS Vc,undifferentiated,9450–9080 BP,2,VZBH84
barley,LPPNB/C,Sabi Abyad II,TSA2 PPNB,undifferentiated,9500–8800 BP,16,VanZeistRoller00
barley,LPPNB/C,Tell es-Sultan,JERI M-PPNB,undifferentiated,8950–8150 BP,1318,Hopf83
barley,LPPNB/C,Tell Ghoraifé,TGHO L-PPNB,undifferentiated,9496–8598 BP,23,VanZeistBakkerHeeres82
barley,LPPNB/C,Tell Halula,6550-TelHEP,undifferentiated,8800–8200 BP,253,Ferrio et al 2012
barley,LPPNB/C,Tell Halula,7320-TelHLB,undifferentiated,9400–9140 BP,73,Ferrio et al 2012
barley,LPPNB/C,Tell Maghzaliyeh,TMAG-aceramic,undifferentiated,9000–8200 BP,93,Willcox2006
barley,LPPNB/C,Tell Nebi Mend,6830-TNM,undifferentiated,8980–8580 BP,122,Smith and Moffett 2015
barley,LPPNB/C,Tell Ramad,TRAM F-PPNB,undifferentiated,8871–8597 BP,1265,VanZeistBakkerHeeres82
barley,LPPNB/C,Tell Ramad,TRAM L-PPNB,undifferentiated,9285–8871 BP,39,VanZeistBakkerHeeres82
barley,LPPNB/C,Wadi Fidan,WFA,undifferentiated,9450–8950 BP,16,NA
barley,LPPNB/C,Wadi Fidan,WFC,undifferentiated,8950–8450 BP,57,NA
barley,LPPNB/C,Wadi Fidan A,WFIA L-PPNB,undifferentiated,9537–8609 BP,27,Colledge2001
barley,LPPNB/C,Wadi Fidan C,WFIC PPNC/F-PPNB,undifferentiated,9234–8195 BP,153,Colledge2001
barley,LPPNB/C,Wadi Jilat 13,WJ13 E-L-PPNB/PPNC,undifferentiated,9050–8481 BP,47,Colledge2001
barley,LPPNB/C,Wadi Jilat 13,WJ13 L-L-PPNB/PPNC,undifferentiated,9012–8450 BP,29,Colledge2001
barley,LPPNB/C,Wadi Jilat 13,WJ13 M-L-PPNB/PPNC,undifferentiated,9012–8481 BP,2,Colledge2001
barley,LPPNB/C,Wadi Jilat 7,WJ07 M-PPNB,undifferentiated,9734–9260 BP,10,Colledge2001
barley,Pottery Neolithic,Abu Hureyra,ABHU PN,undifferentiated,7550–7450 BP,20,DeMoulins97
barley,Pottery Neolithic,Abu Hureyra,ABHU-LPPNB,undifferentiated,7250–6950 BP,174,DeMoulins97
barley,Pottery Neolithic,Abu Hureyra,ABHU-MPPNB,undifferentiated,8250–7250 BP,172,DeMoulins97
barley,Pottery Neolithic,Arjoune,5520-Arj,undifferentiated,7620–7320 BP,94,"Moffett, 2003"
barley,Pottery Neolithic,Cape Andreas Kastros,6450-CAK,undifferentiated,8750–8050 BP,25,Van Zeist 1981
barley,Pottery Neolithic,Çatalhöyük,CATE M-L,undifferentiated,8850–7650 BP,18997.48,BogaardEtAl2015
barley,Pottery Neolithic,Çayönü,CAYO cell houses,undifferentiated,8750–8200 BP,1,ZeistRoller03Cayonu
barley,Pottery Neolithic,Çayönü,CAYO PN,undifferentiated,7650–7650 BP,4,ZeistRoller03Cayonu
barley,Pottery Neolithic,Choga Mami,5795-CM-S,undifferentiated,7930–7560 BP,127,Helbaek 1972b
barley,Pottery Neolithic,Chogha Bonut,CHBO Formative,undifferentiated,7540–7385 BP,0.01,Miller03
barley,Pottery Neolithic,El Kowm I,ELK1 PN,undifferentiated,8250–8050 BP,16,VanZeist86
barley,Pottery Neolithic,El Kowm I,ELK1 PN(phase C),undifferentiated,7500–7350 BP,97,VanZeist86
barley,Pottery Neolithic,El Kowm I,ELK1 PN(phase D),undifferentiated,7350–7250 BP,3,VanZeist86
barley,Pottery Neolithic,El Kowm I,ELK1 PPNB,undifferentiated,8350–8158 BP,5,VanZeist86
barley,Pottery Neolithic,El Kowm II,ELK2 F-PPNB,undifferentiated,8533–8418 BP,70,DeMoulins97
barley,Pottery Neolithic,Erbaba,6450-ER,undifferentiated,9050–7750 BP,146,van Zeist and Buitenhuis 1983
barley,Pottery Neolithic,Hacılar,HACI L-N,undifferentiated,7750–7350 BP,3355,Helbaek70
barley,Pottery Neolithic,Nahal Zehora II,5450-NZIIWR,undifferentiated,7850–6950 BP,2,Kislev and Hartmann 2012
barley,Pottery Neolithic,Nahal Zehora II,6050-NZIIPN,undifferentiated,8200–7800 BP,225,Kislev and Hartmann 2012
barley,Pottery Neolithic,Ras Shamra,TRAS Va,undifferentiated,8434–8154 BP,107,VZBH84
barley,Pottery Neolithic,Salat Cami Yanı,6345-SalCY,undifferentiated,8430–8160 BP,57,Miyake 2011
barley,Pottery Neolithic,Sha'ar Hagolan,6230-ShaHag,undifferentiated,8350–8010 BP,7,Allen 2002
barley,Pottery Neolithic,Tell es-Sultan,JERI PN,undifferentiated,8170–8042 BP,2,Hopf83
barley,Pottery Neolithic,Tell Halula,5925-TelHLP,undifferentiated,8200–7550 BP,37,Ferrio et al 2012
barley,Pottery Neolithic,Tell Ramad,TRAM PN,undifferentiated,7750–7350 BP,123,VanZeistBakkerHeeres82
barley,Pottery Neolithic,Yarim Tepe,YATE Halaf,undifferentiated,7550–7250 BP,123,BakhteyevYanushevich1980
barley,Pottery Neolithic,Yarim Tepe,YATE Hassuna,undifferentiated,8090–7890 BP,263,BakhteyevYanushevich1980
barley,Pottery Neolithic,Yarim Tepe I,6400-YTI,undifferentiated,8750–7950 BP,263,Bakhteyev and Yanushevich 1980
barley,Chalcolithic,Ayios Epiktitos Vrysi,AEV,grain,7350–1950 BP,424,NA
barley,Chalcolithic,Beth Shean,BS_EBIB,grain,5150–4950 BP,5.741,NA
barley,Chalcolithic,Çayboyu,CB_LC,grain,6750–5750 BP,71.315,NA
barley,Chalcolithic,Demircihöyük,DH,grain,5150–3950 BP,212,NA
barley,Chalcolithic,Dilkaya Höyük,DIL,grain,5150–3950 BP,271.474,NA
barley,Chalcolithic,Emar,EM_EBA,grain,5150–3950 BP,826,NA; NA
barley,Chalcolithic,Emar,EM_EBA,undifferentiated,5150–3950 BP,593,NA; NA
barley,Chalcolithic,Girikihaciyan,GH,grain,7050–1950 BP,32,NA
barley,Chalcolithic,Hacinebi Tepe,HAT-C,grain,6750–5750 BP,202,NA
barley,Chalcolithic,Hacinebi Tepe,HAT-U,grain,5950–1950 BP,4,NA
barley,Chalcolithic,Höyücek,HOY_PN,grain,8350–1950 BP,8,NA
barley,Chalcolithic,Ikiztepe,IT_C,grain,7150–3950 BP,5,NA
barley,Chalcolithic,Imamoglu,IMA,grain,5150–3950 BP,28.097,NA
barley,Chalcolithic,Korucutepe,KOR-CH,grain,7150–4950 BP,134,NA
barley,Chalcolithic,Korucutepe,KOR-EB,grain,5150–3950 BP,2.713,NA
barley,Chalcolithic,Kosak Shamali,KS,grain,7150–4950 BP,2,NA
barley,Chalcolithic,Kuruçay Höyük,KUR_LC,grain,6750–5750 BP,11.13,NA
barley,Chalcolithic,Lachish,LH_EB,grain,5150–3950 BP,0,NA
barley,Chalcolithic,Lemba Lakkous,LL,grain,7150–4950 BP,112,NA
barley,Chalcolithic,Maadi,MD_PD,grain,7450–5150 BP,8925,NA
barley,Chalcolithic,Megiddo,MEG_EBIB,grain,5150–4950 BP,4,NA
barley,Chalcolithic,Ras an-Numayra,RAN_EBA_IB,grain,5150–4950 BP,300,NA; NA
barley,Chalcolithic,Ras an-Numayra,RAN_EBA_IB,undifferentiated,5150–4950 BP,211,NA; NA
barley,Chalcolithic,Rukeis,RK,grain,5350–3050 BP,221,NA; NA
barley,Chalcolithic,Rukeis,RK,undifferentiated,5350–3050 BP,3,NA; NA
barley,Chalcolithic,Shiqmim,SQ_LV,grain,7150–4950 BP,1.166,NA; NA
barley,Chalcolithic,Shiqmim,SQ_LV,undifferentiated,7150–4950 BP,2.55,NA; NA
barley,Chalcolithic,Shiqmim,SQ_UV,grain,6450–5750 BP,108,NA; NA
barley,Chalcolithic,Shiqmim,SQ_UV,undifferentiated,6450–5750 BP,157,NA; NA
barley,Chalcolithic,Tappeh Gijlar,TAG-B,grain,5150–3950 BP,24,NA
barley,Chalcolithic,Tappeh Gijlar,TAG-BC,grain,6750–5750 BP,6,NA
barley,Chalcolithic,Tappeh Gijlar,TAG-C,grain,7150–3950 BP,16,NA
barley,Chalcolithic,Tell Abu al-Kharaz,TAK_EB1B,grain,5150–4950 BP,119,NA; NA
barley,Chalcolithic,Tell Abu al-Kharaz,TAK_EB1B,undifferentiated,5150–4950 BP,28,NA; NA
barley,Chalcolithic,Tell Afis,TAF-C,grain,6150–5750 BP,214,NA
barley,Chalcolithic,Tell al-Raqa'i,TAR-3,grain,5150–3950 BP,461,NA
barley,Chalcolithic,Tell al-Raqa'i,TAR-4,grain,5150–3950 BP,418,NA
barley,Chalcolithic,Tell al-Raqa'i,TAR-5_7,grain,5150–3950 BP,78,NA
barley,Chalcolithic,Tell al-Rawda,RAW,grain,5150–3950 BP,2.919,NA; NA
barley,Chalcolithic,Tell al-Rawda,RAW,undifferentiated,5150–3950 BP,774,NA; NA
barley,Chalcolithic,Tell Aphek,TAPH_IA_IB,grain,5150–4950 BP,166,NA; NA
barley,Chalcolithic,Tell Aphek,TAPH_IA_IB,undifferentiated,5150–4950 BP,112,NA; NA
barley,Chalcolithic,Tell Atij,TA,grain,5150–3950 BP,353,NA; NA
barley,Chalcolithic,Tell Atij,TA,undifferentiated,5150–3950 BP,1.049,NA; NA
barley,Chalcolithic,Tell Bderi,TB-EDIII,grain,5050–4650 BP,4.392,NA
barley,Chalcolithic,Tell Bderi,TB-EDIIIJ,grain,5050–4650 BP,2,NA; NA
barley,Chalcolithic,Tell Bderi,TB-EDIIIJ,undifferentiated,5050–4650 BP,16,NA; NA
barley,Chalcolithic,Tell Brak,TBR-I,grain,6750–5750 BP,250,NA
barley,Chalcolithic,Tell Brak,TBR-III,grain,5050–4450 BP,3.603,NA
barley,Chalcolithic,Tell el-'Oueili,TO-4,grain,6450–5750 BP,3.121,NA
barley,Chalcolithic,Tell el-Fara'in,TEF-I,grain,7150–4950 BP,106,NA; NA
barley,Chalcolithic,Tell el-Fara'in,TEF-I,undifferentiated,7150–4950 BP,79,NA; NA
barley,Chalcolithic,Tell el-Fara'in,TEF-II,grain,7150–4950 BP,98,NA
barley,Chalcolithic,Tell el-Fara'in,TEF-III,grain,5150–4950 BP,59,NA
barley,Chalcolithic,Tell el-Iswid,TEI_ED,grain,5050–4650 BP,149,NA
barley,Chalcolithic,Tell el-Iswid,TEI_PD,grain,7450–5150 BP,58,NA
barley,Chalcolithic,Tell el'Abd,TEA,grain,5150–3950 BP,27.04,NA
barley,Chalcolithic,Tell es-Sweyhat,SWE_M,grain,5150–3950 BP,648,NA
barley,Chalcolithic,Tell es-Sweyhat,SWE_Z,grain,5150–3950 BP,8.447,NA
barley,Chalcolithic,Tell Esh-Shuna,TES_C,grain,7050–1950 BP,362,NA
barley,Chalcolithic,Tell Fadous-Kfarabida,TFA_C_EBA_I,grain,7150–3950 BP,1,NA
barley,Chalcolithic,Tell Fadous-Kfarabida,TFA_EBA_V,grain,5150–3950 BP,1,NA
barley,Chalcolithic,Tell Hammam et-Turkman,HET_C,grain,6750–5750 BP,14,NA; NA
barley,Chalcolithic,Tell Hammam et-Turkman,HET_C,undifferentiated,6750–5750 BP,3,NA; NA
barley,Chalcolithic,Tell Hammam et-Turkman,HET_EBA,grain,5150–3950 BP,90,NA; NA
barley,Chalcolithic,Tell Hammam et-Turkman,HET_EBA,undifferentiated,5150–3950 BP,130,NA; NA
barley,Chalcolithic,Tell Ibrahim Awad,TIA-B,grain,5050–4850 BP,26,NA
barley,Chalcolithic,Tell Ibrahim Awad,TIA-ED,grain,5050–4650 BP,105,NA
barley,Chalcolithic,Tell Ibrahim Awad,TIA-PD,grain,7450–5150 BP,35,NA
barley,Chalcolithic,Tell Karrana,TKA,grain,7150–3950 BP,518,NA
barley,Chalcolithic,Tell Kerma,TKE,grain,5150–3950 BP,778,NA; NA
barley,Chalcolithic,Tell Kerma,TKE,undifferentiated,5150–3950 BP,421,NA; NA
barley,Chalcolithic,Tell Mishrifeh,TEMI_11,undifferentiated,5150–3950 BP,113,NA
barley,Chalcolithic,Tell Mishrifeh,TEMI_9,undifferentiated,5150–3550 BP,121,NA
barley,Chalcolithic,Tepe Farukhabad,TF-EJN,grain,5050–1950 BP,40,NA; NA
barley,Chalcolithic,Tepe Farukhabad,TF-EJN,undifferentiated,5050–1950 BP,4,NA; NA
barley,Chalcolithic,Tepe Farukhabad,TF-F,grain,6450–5750 BP,2,NA
barley,Chalcolithic,Tepe Farukhabad,TF-LU,grain,5450–5050 BP,5,NA; NA
barley,Chalcolithic,Tepe Farukhabad,TF-LU,undifferentiated,5450–5050 BP,1,NA; NA
barley,Chalcolithic,Tepecik,TEP-CH,grain,6450–5750 BP,15,NA
barley,Chalcolithic,Tepecik,TEP-EB,grain,5150–3950 BP,369,NA; NA
barley,Chalcolithic,Tepecik,TEP-EB,undifferentiated,5150–3950 BP,130,NA; NA
barley,Chalcolithic,Tepecik,TEP-EB_MB,grain,5150–3550 BP,43,NA
barley,Chalcolithic,Tilbeshar,TB_C,grain,7150–4950 BP,125,NA; NA
barley,Chalcolithic,Tilbeshar,TB_C,undifferentiated,7150–4950 BP,4,NA; NA
barley,Chalcolithic,Umm el-Marra,UEM_V-IV,grain,5150–3950 BP,32,NA; NA
barley,Chalcolithic,Umm el-Marra,UEM_V-IV,undifferentiated,5150–3950 BP,137,NA; NA
barley,Chalcolithic,Wadi Fidan,WF-E,grain,7150–3950 BP,1.19,NA; NA
barley,Chalcolithic,Wadi Fidan,WF-E,undifferentiated,7150–3950 BP,1057,NA; NA
barley,Chalcolithic,Yarim Höyük,YAHÖ_U,grain,5450–5050 BP,3,NA
bitter vetch,Late Epipal.,Abu Hureyra,ABHU Epip1,undifferentiated,13096–12984 BP,9,MooreEtal2000
bitter vetch,PPNA,Jerf el Ahmar,JEAH PPNA,undifferentiated,11450–10650 BP,113,"c(""Willcox02"", ""WillcoxFornite99"", ""Willcox96"", ""WFH08"")"
bitter vetch,PPNA,M'lefaat,MLEF PPNA,undifferentiated,11270–11140 BP,297,SavardNesbittGale2003
bitter vetch,PPNA,Mureybet,MURE PPNA,undifferentiated,11650–11250 BP,5,VZBH84_3
bitter vetch,PPNA,Netiv Hagdud,NEHA PPNA,undifferentiated,11603–10586 BP,2,Kislev97
bitter vetch,PPNA,Qermez Dere,QEDE PPNA,undifferentiated,11750–9950 BP,3,"c(""Nesbitt91"", ""Nesbitt95"")"
bitter vetch,EPPNB,Dja'de,DJAD E-PPNB,undifferentiated,10690–10151 BP,34,Willcox96
bitter vetch,EPPNB,Nevalı Çori,NECO PPNB,undifferentiated,10450–10250 BP,95,Pasternak98
bitter vetch,EPPNB,Tell Ain el-Kerkh,TAEK PPNB,undifferentiated,10510–10240 BP,45,TannoWillxox06
bitter vetch,EPPNB,Tell Aswad,TASW (PPNA)/E-PPNB,undifferentiated,10821–10242 BP,1,VanZeistBakkerHeeres82
bitter vetch,MPPNB,Aşıklı Höyük,ASHO M-PPNB,undifferentiated,9950–9450 BP,165,"c(""VanZeistDeRoller95"", ""ZeistRoller03Asikli"")"
bitter vetch,MPPNB,Beidha,BEID A,undifferentiated,10093–9490 BP,1,Colledge2001
bitter vetch,MPPNB,Cafer Höyük,CAFH E-PPNB,undifferentiated,10550–9650 BP,24,DeMoulins97
bitter vetch,MPPNB,Cafer Höyük,CAFH M-PPNB,undifferentiated,10050–9300 BP,5,DeMoulins97
bitter vetch,MPPNB,Çayönü,CAYO grill plan,undifferentiated,9950–9400 BP,14.5,ZeistRoller03Cayonu
bitter vetch,MPPNB,Sheikh-e Abad,ABAD_II_PPNB,undifferentiated,10650–8450 BP,52,NA
bitter vetch,MPPNB,Sheikh-e Abad,ABAD_III_PPNB,undifferentiated,10650–8450 BP,1,NA
bitter vetch,MPPNB,Tell Ghoraifé,TGHO M/L-PPNB,undifferentiated,10132–9012 BP,1,VanZeistBakkerHeeres82
bitter vetch,MPPNB,Wadi Jilat 7,WJ07 E/M-PPNB,undifferentiated,10237–9260 BP,1,Colledge2001
bitter vetch,LPPNB/C,Basta,BAS1 L-PPNB-sub,undifferentiated,9450–9210 BP,1,Neef04
bitter vetch,LPPNB/C,Can Hasan III,CAH3 Aceramic,undifferentiated,9400–8550 BP,37,FrenchEtal72
bitter vetch,LPPNB/C,Çatalhöyük,CATE Later,undifferentiated,9250–8350 BP,36,FMBH07
bitter vetch,LPPNB/C,Çayönü,CAYO basal pits,undifferentiated,9400–9250 BP,49.5,ZeistRoller03Cayonu
bitter vetch,LPPNB/C,Çayönü,CAYO channelled houses,undifferentiated,9250–8950 BP,80.5,ZeistRoller03Cayonu
bitter vetch,LPPNB/C,Çayönü,CAYO cobble-paved,undifferentiated,8950–8750 BP,99,ZeistRoller03Cayonu
bitter vetch,LPPNB/C,Tell Ramad,TRAM L-PPNB,undifferentiated,9285–8871 BP,2,VanZeistBakkerHeeres82
bitter vetch,Pottery Neolithic,Abu Hureyra,ABHU-MPPNB,undifferentiated,8250–7250 BP,1,DeMoulins97
bitter vetch,Pottery Neolithic,Çatalhöyük,CATE M-L,undifferentiated,8850–7650 BP,68.29,BogaardEtAl2015
bitter vetch,Pottery Neolithic,Çayönü,CAYO cell houses,undifferentiated,8750–8200 BP,3830,ZeistRoller03Cayonu
bitter vetch,Pottery Neolithic,Çayönü,CAYO cell/large room,undifferentiated,8200–8050 BP,1,ZeistRoller03Cayonu
bitter vetch,Pottery Neolithic,Çayönü,CAYO large room,undifferentiated,8050–7650 BP,3.5,ZeistRoller03Cayonu
bitter vetch,Pottery Neolithic,Çayönü,CAYO PN,undifferentiated,7650–7650 BP,45,ZeistRoller03Cayonu
bitter vetch,Pottery Neolithic,Hacılar,HACI L-N,undifferentiated,7750–7350 BP,50,Helbaek70
bitter vetch,Pottery Neolithic,Tell Ramad,TRAM PN,undifferentiated,7750–7350 BP,3,VanZeistBakkerHeeres82
bitter vetch,Chalcolithic,Girikihaciyan,GH,undifferentiated,7050–1950 BP,157,NA
bitter vetch,Chalcolithic,Höyücek,HOY_PN,undifferentiated,8350–1950 BP,3742,NA
bitter vetch,Chalcolithic,Ikiztepe,IT_C,undifferentiated,7150–3950 BP,65,NA
bitter vetch,Chalcolithic,Ikiztepe,IT_EB/MB,undifferentiated,5150–3550 BP,220,NA
